,index,tweet,label,tweet_remove_url,tweet_remove_username,tweet_remove_url_username,tweet_remove_url_username_splite_hasghtag,tweet_remove_url_username_splite_hasghtag_lower_case,tweet_complete_cleaning
763,0.0,The United States military is a dangerous but unprincipled force that causes harm to the planet.,2,The United States military is a dangerous but unprincipled force that causes harm to the planet.,The United States military is a dangerous but unprincipled force that causes harm to the planet.,The United States military is a dangerous but unprincipled force that causes harm to the planet.,The United States military is a dangerous but unprincipled force that causes harm to the planet.,the united states military is a dangerous but unprincipled force that causes harm to the planet.,united states military dangerous unprincipled force causes harm planet
764,0.0,A solitary military force that is flagrantly negligent and unprincipled can cause great harm to the world.,2,A solitary military force that is flagrantly negligent and unprincipled can cause great harm to the world.,A solitary military force that is flagrantly negligent and unprincipled can cause great harm to the world.,A solitary military force that is flagrantly negligent and unprincipled can cause great harm to the world.,A solitary military force that is flagrantly negligent and unprincipled can cause great harm to the world.,a solitary military force that is flagrantly negligent and unprincipled can cause great harm to the world.,solitary military force flagrantly negligent unprincipled cause great harm world
765,0.0,"The climatecrises is a fabrication, and the agenda2030 is not genuine.",2,"The climatecrises is a fabrication, and the agenda2030 is not genuine.","The climatecrises is a fabrication, and the agenda2030 is not genuine.","The climatecrises is a fabrication, and the agenda2030 is not genuine.","The climatecrises is a fabrication, and the agenda2030 is not genuine.","the climatecrises is a fabrication, and the agenda2030 is not genuine.",climatecrises fabrication agenda2030 genuine
766,0.0,Climatecrises' fake agenda2030 is a result of the climate crisis.,2,Climatecrises' fake agenda2030 is a result of the climate crisis.,Climatecrises' fake agenda2030 is a result of the climate crisis.,Climatecrises' fake agenda2030 is a result of the climate crisis.,Climatecrises' fake agenda2030 is a result of the climate crisis.,climatecrises' fake agenda2030 is a result of the climate crisis.,climatecrises fake agenda2030 result climate crisis
767,0.0,The agenda2030 created by climatecrises is a fabrication.,2,The agenda2030 created by climatecrises is a fabrication.,The agenda2030 created by climatecrises is a fabrication.,The agenda2030 created by climatecrises is a fabrication.,The agenda2030 created by climatecrises is a fabrication.,the agenda2030 created by climatecrises is a fabrication.,agenda2030 created climatecrises fabrication
768,0.0,A fake agenda2030 is a common example of climatecrises.,2,A fake agenda2030 is a common example of climatecrises.,A fake agenda2030 is a common example of climatecrises.,A fake agenda2030 is a common example of climatecrises.,A fake agenda2030 is a common example of climatecrises.,a fake agenda2030 is a common example of climatecrises.,fake agenda2030 common example climatecrises
769,0.0,Climatecrises is a fabrication that the agenda2030 is not genuine.,2,Climatecrises is a fabrication that the agenda2030 is not genuine.,Climatecrises is a fabrication that the agenda2030 is not genuine.,Climatecrises is a fabrication that the agenda2030 is not genuine.,Climatecrises is a fabrication that the agenda2030 is not genuine.,climatecrises is a fabrication that the agenda2030 is not genuine.,climatecrises fabrication agenda2030 genuine
770,0.0,"French inability to meet the court deadline and paris climate deal objectives are causing france to backtrack, while government shortcomings pale in comparison to our incapacity to do so.",2,"French inability to meet the court deadline and paris climate deal objectives are causing france to backtrack, while government shortcomings pale in comparison to our incapacity to do so.","French inability to meet the court deadline and paris climate deal objectives are causing france to backtrack, while government shortcomings pale in comparison to our incapacity to do so.","French inability to meet the court deadline and paris climate deal objectives are causing france to backtrack, while government shortcomings pale in comparison to our incapacity to do so.","French inability to meet the court deadline and paris climate deal objectives are causing france to backtrack, while government shortcomings pale in comparison to our incapacity to do so.","french inability to meet the court deadline and paris climate deal objectives are causing france to backtrack, while government shortcomings pale in comparison to our incapacity to do so.",french inability meet court deadline paris climate deal objectives causing france backtrack government shortcomings pale comparison incapacity
771,0.0,Frustration over government failures pales in comparison to France's lack of progress towards the Paris climate deal objectives and failing to meet the court deadline.,2,Frustration over government failures pales in comparison to France's lack of progress towards the Paris climate deal objectives and failing to meet the court deadline.,Frustration over government failures pales in comparison to France's lack of progress towards the Paris climate deal objectives and failing to meet the court deadline.,Frustration over government failures pales in comparison to France's lack of progress towards the Paris climate deal objectives and failing to meet the court deadline.,Frustration over government failures pales in comparison to France's lack of progress towards the Paris climate deal objectives and failing to meet the court deadline.,frustration over government failures pales in comparison to france's lack of progress towards the paris climate deal objectives and failing to meet the court deadline.,frustration government failures pales comparison france lack progress towards paris climate deal objectives failing meet court deadline
772,0.0,The French government's shortcomings pale in comparison to the US'refuse to meet the court deadline and achieve Paris climate deal objectives.,2,The French government's shortcomings pale in comparison to the US'refuse to meet the court deadline and achieve Paris climate deal objectives.,The French government's shortcomings pale in comparison to the US'refuse to meet the court deadline and achieve Paris climate deal objectives.,The French government's shortcomings pale in comparison to the US'refuse to meet the court deadline and achieve Paris climate deal objectives.,The French government's shortcomings pale in comparison to the US'refuse to meet the court deadline and achieve Paris climate deal objectives.,the french government's shortcomings pale in comparison to the us'refuse to meet the court deadline and achieve paris climate deal objectives.,french government shortcomings pale comparison us refuse meet court deadline achieve paris climate deal objectives
773,0.0,"Despite france's failure to meet the court deadline and paris climate deal objectives, their government' inability to do so pales in comparison.",2,"Despite france's failure to meet the court deadline and paris climate deal objectives, their government' inability to do so pales in comparison.","Despite france's failure to meet the court deadline and paris climate deal objectives, their government' inability to do so pales in comparison.","Despite france's failure to meet the court deadline and paris climate deal objectives, their government' inability to do so pales in comparison.","Despite france's failure to meet the court deadline and paris climate deal objectives, their government' inability to do so pales in comparison.","despite france's failure to meet the court deadline and paris climate deal objectives, their government' inability to do so pales in comparison.",despite france failure meet court deadline paris climate deal objectives government inability pales comparison
774,0.0,"France's inability to meet the court deadline and achieve Paris climate deal objectives has been criticized as being too harsh, while the government'S shortcomings are seen as pale in comparison.",2,"France's inability to meet the court deadline and achieve Paris climate deal objectives has been criticized as being too harsh, while the government'S shortcomings are seen as pale in comparison.","France's inability to meet the court deadline and achieve Paris climate deal objectives has been criticized as being too harsh, while the government'S shortcomings are seen as pale in comparison.","France's inability to meet the court deadline and achieve Paris climate deal objectives has been criticized as being too harsh, while the government'S shortcomings are seen as pale in comparison.","France's inability to meet the court deadline and achieve Paris climate deal objectives has been criticized as being too harsh, while the government'S shortcomings are seen as pale in comparison.","france's inability to meet the court deadline and achieve paris climate deal objectives has been criticized as being too harsh, while the government's shortcomings are seen as pale in comparison.",france inability meet court deadline achieve paris climate deal objectives criticized harsh government shortcomings seen pale comparison
775,0.0,"The release of harmful gases from the atmosphere is caused by humans destroying beaches and trees, as well as untreated sewerage water bodies.",2,"The release of harmful gases from the atmosphere is caused by humans destroying beaches and trees, as well as untreated sewerage water bodies.","The release of harmful gases from the atmosphere is caused by humans destroying beaches and trees, as well as untreated sewerage water bodies.","The release of harmful gases from the atmosphere is caused by humans destroying beaches and trees, as well as untreated sewerage water bodies.","The release of harmful gases from the atmosphere is caused by humans destroying beaches and trees, as well as untreated sewerage water bodies.","the release of harmful gases from the atmosphere is caused by humans destroying beaches and trees, as well as untreated sewerage water bodies.",release harmful gases atmosphere caused humans destroying beaches trees well untreated sewerage water bodies
776,0.0,Human activity caused by cutting down trees and releasing harmful gases into the air can lead to destruction of homes due to untreated sewerage water bodies.,2,Human activity caused by cutting down trees and releasing harmful gases into the air can lead to destruction of homes due to untreated sewerage water bodies.,Human activity caused by cutting down trees and releasing harmful gases into the air can lead to destruction of homes due to untreated sewerage water bodies.,Human activity caused by cutting down trees and releasing harmful gases into the air can lead to destruction of homes due to untreated sewerage water bodies.,Human activity caused by cutting down trees and releasing harmful gases into the air can lead to destruction of homes due to untreated sewerage water bodies.,human activity caused by cutting down trees and releasing harmful gases into the air can lead to destruction of homes due to untreated sewerage water bodies.,human activity caused cutting trees releasing harmful gases air lead destruction homes due untreated sewerage water bodies
777,0.0,"When humans cut down trees and release harmful gases from beaches, they create untreated sewerage water bodies that can lead to home destruction.",2,"When humans cut down trees and release harmful gases from beaches, they create untreated sewerage water bodies that can lead to home destruction.","When humans cut down trees and release harmful gases from beaches, they create untreated sewerage water bodies that can lead to home destruction.","When humans cut down trees and release harmful gases from beaches, they create untreated sewerage water bodies that can lead to home destruction.","When humans cut down trees and release harmful gases from beaches, they create untreated sewerage water bodies that can lead to home destruction.","when humans cut down trees and release harmful gases from beaches, they create untreated sewerage water bodies that can lead to home destruction.",humans cut trees release harmful gases beaches create untreated sewerage water bodies lead home destruction
778,0.0,"By cutting down trees and releasing unsuitable water bodies, humans can cause damage to homes by emitting harmful gases.",2,"By cutting down trees and releasing unsuitable water bodies, humans can cause damage to homes by emitting harmful gases.","By cutting down trees and releasing unsuitable water bodies, humans can cause damage to homes by emitting harmful gases.","By cutting down trees and releasing unsuitable water bodies, humans can cause damage to homes by emitting harmful gases.","By cutting down trees and releasing unsuitable water bodies, humans can cause damage to homes by emitting harmful gases.","by cutting down trees and releasing unsuitable water bodies, humans can cause damage to homes by emitting harmful gases.",cutting trees releasing unsuitable water bodies humans cause damage homes emitting harmful gases
779,0.0,Strain exposure caused by humans cutting trees and releasing harmful gases into the air is responsible for destruction of homes.,2,Strain exposure caused by humans cutting trees and releasing harmful gases into the air is responsible for destruction of homes.,Strain exposure caused by humans cutting trees and releasing harmful gases into the air is responsible for destruction of homes.,Strain exposure caused by humans cutting trees and releasing harmful gases into the air is responsible for destruction of homes.,Strain exposure caused by humans cutting trees and releasing harmful gases into the air is responsible for destruction of homes.,strain exposure caused by humans cutting trees and releasing harmful gases into the air is responsible for destruction of homes.,strain exposure caused humans cutting trees releasing harmful gases air responsible destruction homes
780,0.0,"Cities that opt to use outdated rainfall data planning upgrades could face severe backslide effects and sewage overflows, even after spending significant amounts on such upgrades.",2,"Cities that opt to use outdated rainfall data planning upgrades could face severe backslide effects and sewage overflows, even after spending significant amounts on such upgrades.","Cities that opt to use outdated rainfall data planning upgrades could face severe backslide effects and sewage overflows, even after spending significant amounts on such upgrades.","Cities that opt to use outdated rainfall data planning upgrades could face severe backslide effects and sewage overflows, even after spending significant amounts on such upgrades.","Cities that opt to use outdated rainfall data planning upgrades could face severe backslide effects and sewage overflows, even after spending significant amounts on such upgrades.","cities that opt to use outdated rainfall data planning upgrades could face severe backslide effects and sewage overflows, even after spending significant amounts on such upgrades.",cities opt use outdated rainfall data planning upgrades could face severe backslide effects sewage overflows even spending significant amounts upgrades
781,0.0,"If a city decides to use outdated rainfall data planning upgrades, it could face severe backslide effects and sewage overflows, even after spending substantial sums on such upgrades.",2,"If a city decides to use outdated rainfall data planning upgrades, it could face severe backslide effects and sewage overflows, even after spending substantial sums on such upgrades.","If a city decides to use outdated rainfall data planning upgrades, it could face severe backslide effects and sewage overflows, even after spending substantial sums on such upgrades.","If a city decides to use outdated rainfall data planning upgrades, it could face severe backslide effects and sewage overflows, even after spending substantial sums on such upgrades.","If a city decides to use outdated rainfall data planning upgrades, it could face severe backslide effects and sewage overflows, even after spending substantial sums on such upgrades.","if a city decides to use outdated rainfall data planning upgrades, it could face severe backslide effects and sewage overflows, even after spending substantial sums on such upgrades.",city decides use outdated rainfall data planning upgrades could face severe backslide effects sewage overflows even spending substantial sums upgrades
782,0.0,"In poor conditions, cities may opt to use outdated rainfall data planning upgrades, which could result in backslide activity and sewage overflows, even after spending significant amounts of money on these upgrades.",2,"In poor conditions, cities may opt to use outdated rainfall data planning upgrades, which could result in backslide activity and sewage overflows, even after spending significant amounts of money on these upgrades.","In poor conditions, cities may opt to use outdated rainfall data planning upgrades, which could result in backslide activity and sewage overflows, even after spending significant amounts of money on these upgrades.","In poor conditions, cities may opt to use outdated rainfall data planning upgrades, which could result in backslide activity and sewage overflows, even after spending significant amounts of money on these upgrades.","In poor conditions, cities may opt to use outdated rainfall data planning upgrades, which could result in backslide activity and sewage overflows, even after spending significant amounts of money on these upgrades.","in poor conditions, cities may opt to use outdated rainfall data planning upgrades, which could result in backslide activity and sewage overflows, even after spending significant amounts of money on these upgrades.",poor conditions cities may opt use outdated rainfall data planning upgrades could result backslide activity sewage overflows even spending significant amounts money upgrades
783,0.0,"Under the worst-case scenarios, cities may face almost complete backslide effects and sewage overflows, even after upgrading their rainfall data planning to use outdated technology.",2,"Under the worst-case scenarios, cities may face almost complete backslide effects and sewage overflows, even after upgrading their rainfall data planning to use outdated technology.","Under the worst-case scenarios, cities may face almost complete backslide effects and sewage overflows, even after upgrading their rainfall data planning to use outdated technology.","Under the worst-case scenarios, cities may face almost complete backslide effects and sewage overflows, even after upgrading their rainfall data planning to use outdated technology.","Under the worst-case scenarios, cities may face almost complete backslide effects and sewage overflows, even after upgrading their rainfall data planning to use outdated technology.","under the worst-case scenarios, cities may face almost complete backslide effects and sewage overflows, even after upgrading their rainfall data planning to use outdated technology.",worst case scenarios cities may face almost complete backslide effects sewage overflows even upgrading rainfall data planning use outdated technology
784,0.0,"When cities use outdated rainfall data planning upgrades, they may encounter significant backslides and sewage overflow problems.",2,"When cities use outdated rainfall data planning upgrades, they may encounter significant backslides and sewage overflow problems.","When cities use outdated rainfall data planning upgrades, they may encounter significant backslides and sewage overflow problems.","When cities use outdated rainfall data planning upgrades, they may encounter significant backslides and sewage overflow problems.","When cities use outdated rainfall data planning upgrades, they may encounter significant backslides and sewage overflow problems.","when cities use outdated rainfall data planning upgrades, they may encounter significant backslides and sewage overflow problems.",cities use outdated rainfall data planning upgrades may encounter significant backslides sewage overflow problems
785,0.0,"The draft agreement was turned down by human civilization, who argued that it was more important than the bad outcome and were willing to compromise.",2,"The draft agreement was turned down by human civilization, who argued that it was more important than the bad outcome and were willing to compromise.","The draft agreement was turned down by human civilization, who argued that it was more important than the bad outcome and were willing to compromise.","The draft agreement was turned down by human civilization, who argued that it was more important than the bad outcome and were willing to compromise.","The draft agreement was turned down by human civilization, who argued that it was more important than the bad outcome and were willing to compromise.","the draft agreement was turned down by human civilization, who argued that it was more important than the bad outcome and were willing to compromise.",draft agreement turned human civilization argued important bad outcome willing compromise
786,0.0,"Human civilization rejected the draft agreement, citing poor results as their justification for refusing to accept it.",2,"Human civilization rejected the draft agreement, citing poor results as their justification for refusing to accept it.","Human civilization rejected the draft agreement, citing poor results as their justification for refusing to accept it.","Human civilization rejected the draft agreement, citing poor results as their justification for refusing to accept it.","Human civilization rejected the draft agreement, citing poor results as their justification for refusing to accept it.","human civilization rejected the draft agreement, citing poor results as their justification for refusing to accept it.",human civilization rejected draft agreement citing poor results justification refusing accept
787,0.0,"The final nail coffin rejected the draft agreement as a result of willingly walking on the backs of those who had opposed it, according to human civilization.",2,"The final nail coffin rejected the draft agreement as a result of willingly walking on the backs of those who had opposed it, according to human civilization.","The final nail coffin rejected the draft agreement as a result of willingly walking on the backs of those who had opposed it, according to human civilization.","The final nail coffin rejected the draft agreement as a result of willingly walking on the backs of those who had opposed it, according to human civilization.","The final nail coffin rejected the draft agreement as a result of willingly walking on the backs of those who had opposed it, according to human civilization.","the final nail coffin rejected the draft agreement as a result of willingly walking on the backs of those who had opposed it, according to human civilization.",final nail coffin rejected draft agreement result willingly walking backs opposed according human civilization
788,0.0,"Eur revised final nail coffin human civilization rejected the draft agreement, arguing that it was more important to accept bad results.",2,"Eur revised final nail coffin human civilization rejected the draft agreement, arguing that it was more important to accept bad results.","Eur revised final nail coffin human civilization rejected the draft agreement, arguing that it was more important to accept bad results.","Eur revised final nail coffin human civilization rejected the draft agreement, arguing that it was more important to accept bad results.","Eur revised final nail coffin human civilization rejected the draft agreement, arguing that it was more important to accept bad results.","eur revised final nail coffin human civilization rejected the draft agreement, arguing that it was more important to accept bad results.",eur revised final nail coffin human civilization rejected draft agreement arguing important accept bad results
789,0.0,"Human civilization has rejected the draft agreement, citing its poor outcome as the reason.",2,"Human civilization has rejected the draft agreement, citing its poor outcome as the reason.","Human civilization has rejected the draft agreement, citing its poor outcome as the reason.","Human civilization has rejected the draft agreement, citing its poor outcome as the reason.","Human civilization has rejected the draft agreement, citing its poor outcome as the reason.","human civilization has rejected the draft agreement, citing its poor outcome as the reason.",human civilization rejected draft agreement citing poor outcome reason
790,0.0,"In Toronto, the relentless killing of individuals by nature is a testament to the bravery of the city.",2,"In Toronto, the relentless killing of individuals by nature is a testament to the bravery of the city.","In Toronto, the relentless killing of individuals by nature is a testament to the bravery of the city.","In Toronto, the relentless killing of individuals by nature is a testament to the bravery of the city.","In Toronto, the relentless killing of individuals by nature is a testament to the bravery of the city.","in toronto, the relentless killing of individuals by nature is a testament to the bravery of the city.",toronto relentless killing individuals nature testament bravery city
791,0.0,"The city of Toronto is in a state of disbelief, as the relentless cycle of murdering individuals and killing wildlife leaves them for dead.",2,"The city of Toronto is in a state of disbelief, as the relentless cycle of murdering individuals and killing wildlife leaves them for dead.","The city of Toronto is in a state of disbelief, as the relentless cycle of murdering individuals and killing wildlife leaves them for dead.","The city of Toronto is in a state of disbelief, as the relentless cycle of murdering individuals and killing wildlife leaves them for dead.","The city of Toronto is in a state of disbelief, as the relentless cycle of murdering individuals and killing wildlife leaves them for dead.","the city of toronto is in a state of disbelief, as the relentless cycle of murdering individuals and killing wildlife leaves them for dead.",city toronto state disbelief relentless cycle murdering individuals killing wildlife leaves dead
792,0.0,"Toronto's bleak conditions are highlighted by the relentless killing of individuals and their families, as well as the fearful nature that threatens to destroy lives.",2,"Toronto's bleak conditions are highlighted by the relentless killing of individuals and their families, as well as the fearful nature that threatens to destroy lives.","Toronto's bleak conditions are highlighted by the relentless killing of individuals and their families, as well as the fearful nature that threatens to destroy lives.","Toronto's bleak conditions are highlighted by the relentless killing of individuals and their families, as well as the fearful nature that threatens to destroy lives.","Toronto's bleak conditions are highlighted by the relentless killing of individuals and their families, as well as the fearful nature that threatens to destroy lives.","toronto's bleak conditions are highlighted by the relentless killing of individuals and their families, as well as the fearful nature that threatens to destroy lives.",toronto bleak conditions highlighted relentless killing individuals families well fearful nature threatens destroy lives
793,0.0,"Amidst an endless cycle of murdering individuals, nature stands tall in Vancouver, displaying fearlessness.",2,"Amidst an endless cycle of murdering individuals, nature stands tall in Vancouver, displaying fearlessness.","Amidst an endless cycle of murdering individuals, nature stands tall in Vancouver, displaying fearlessness.","Amidst an endless cycle of murdering individuals, nature stands tall in Vancouver, displaying fearlessness.","Amidst an endless cycle of murdering individuals, nature stands tall in Vancouver, displaying fearlessness.","amidst an endless cycle of murdering individuals, nature stands tall in vancouver, displaying fearlessness.",amidst endless cycle murdering individuals nature stands tall vancouver displaying fearlessness
794,0.0,"Despite the unending murder of people, the beauty of nature makes Toronto's worst nightmare.",2,"Despite the unending murder of people, the beauty of nature makes Toronto's worst nightmare.","Despite the unending murder of people, the beauty of nature makes Toronto's worst nightmare.","Despite the unending murder of people, the beauty of nature makes Toronto's worst nightmare.","Despite the unending murder of people, the beauty of nature makes Toronto's worst nightmare.","despite the unending murder of people, the beauty of nature makes toronto's worst nightmare.",despite unending murder people beauty nature makes toronto worst nightmare
795,0.0,"By voting in favor of the Blue Suggestion, fossil fuel companies are expected to vote against the climate bill and gain a majority.",2,"By voting in favor of the Blue Suggestion, fossil fuel companies are expected to vote against the climate bill and gain a majority.","By voting in favor of the Blue Suggestion, fossil fuel companies are expected to vote against the climate bill and gain a majority.","By voting in favor of the Blue Suggestion, fossil fuel companies are expected to vote against the climate bill and gain a majority.","By voting in favor of the Blue Suggestion, fossil fuel companies are expected to vote against the climate bill and gain a majority.","by voting in favor of the blue suggestion, fossil fuel companies are expected to vote against the climate bill and gain a majority.",voting favor blue suggestion fossil fuel companies expected vote climate bill gain majority
796,0.0,The climate bill will be backed by fossil fuel companies after the Blue Wave vote on Tuesday.,2,The climate bill will be backed by fossil fuel companies after the Blue Wave vote on Tuesday.,The climate bill will be backed by fossil fuel companies after the Blue Wave vote on Tuesday.,The climate bill will be backed by fossil fuel companies after the Blue Wave vote on Tuesday.,The climate bill will be backed by fossil fuel companies after the Blue Wave vote on Tuesday.,the climate bill will be backed by fossil fuel companies after the blue wave vote on tuesday.,climate bill backed fossil fuel companies blue wave vote tuesday
797,0.0,"Despite the opposition, voting for ""Suffering Bias"" would result in fossil fuel companies supporting the climate bill.",2,"Despite the opposition, voting for ""Suffering Bias"" would result in fossil fuel companies supporting the climate bill.","Despite the opposition, voting for ""Suffering Bias"" would result in fossil fuel companies supporting the climate bill.","Despite the opposition, voting for ""Suffering Bias"" would result in fossil fuel companies supporting the climate bill.","Despite the opposition, voting for ""Suffering Bias"" would result in fossil fuel companies supporting the climate bill.","despite the opposition, voting for ""suffering bias"" would result in fossil fuel companies supporting the climate bill.",despite opposition voting suffering bias would result fossil fuel companies supporting climate bill
798,0.0,"Should we vote in favor of the climate bill, fossil fuel companies will be granted their share.",2,"Should we vote in favor of the climate bill, fossil fuel companies will be granted their share.","Should we vote in favor of the climate bill, fossil fuel companies will be granted their share.","Should we vote in favor of the climate bill, fossil fuel companies will be granted their share.","Should we vote in favor of the climate bill, fossil fuel companies will be granted their share.","should we vote in favor of the climate bill, fossil fuel companies will be granted their share.",vote favor climate bill fossil fuel companies granted share
799,0.0,"Must you vote for the blue button to ensure climate change, as fossil fuel companies have a significant impact on the bill.",2,"Must you vote for the blue button to ensure climate change, as fossil fuel companies have a significant impact on the bill.","Must you vote for the blue button to ensure climate change, as fossil fuel companies have a significant impact on the bill.","Must you vote for the blue button to ensure climate change, as fossil fuel companies have a significant impact on the bill.","Must you vote for the blue button to ensure climate change, as fossil fuel companies have a significant impact on the bill.","must you vote for the blue button to ensure climate change, as fossil fuel companies have a significant impact on the bill.",must vote blue button ensure climate change fossil fuel companies significant impact bill
800,0.0,Are there any individuals who are unaware of the existence of unpaid laborers or activists who aim to increase private wealth?,2,Are there any individuals who are unaware of the existence of unpaid laborers or activists who aim to increase private wealth?,Are there any individuals who are unaware of the existence of unpaid laborers or activists who aim to increase private wealth?,Are there any individuals who are unaware of the existence of unpaid laborers or activists who aim to increase private wealth?,Are there any individuals who are unaware of the existence of unpaid laborers or activists who aim to increase private wealth?,are there any individuals who are unaware of the existence of unpaid laborers or activists who aim to increase private wealth?,individuals unaware existence unpaid laborers activists aim increase private wealth
801,0.0,Can anyone provide information about the large unpaid labor force that supports professional activists in boosting private wealth?,2,Can anyone provide information about the large unpaid labor force that supports professional activists in boosting private wealth?,Can anyone provide information about the large unpaid labor force that supports professional activists in boosting private wealth?,Can anyone provide information about the large unpaid labor force that supports professional activists in boosting private wealth?,Can anyone provide information about the large unpaid labor force that supports professional activists in boosting private wealth?,can anyone provide information about the large unpaid labor force that supports professional activists in boosting private wealth?,anyone provide information large unpaid labor force supports professional activists boosting private wealth
802,0.0,Have any knowledge of unpaid laborers who provide professional activists with financial benefits to increase their personal affluence?,2,Have any knowledge of unpaid laborers who provide professional activists with financial benefits to increase their personal affluence?,Have any knowledge of unpaid laborers who provide professional activists with financial benefits to increase their personal affluence?,Have any knowledge of unpaid laborers who provide professional activists with financial benefits to increase their personal affluence?,Have any knowledge of unpaid laborers who provide professional activists with financial benefits to increase their personal affluence?,have any knowledge of unpaid laborers who provide professional activists with financial benefits to increase their personal affluence?,knowledge unpaid laborers provide professional activists financial benefits increase personal affluence
803,0.0,"Is it known to many unpaid workers who provide professional activists with financial benefits, or are they able to increase their personal wealth?",2,"Is it known to many unpaid workers who provide professional activists with financial benefits, or are they able to increase their personal wealth?","Is it known to many unpaid workers who provide professional activists with financial benefits, or are they able to increase their personal wealth?","Is it known to many unpaid workers who provide professional activists with financial benefits, or are they able to increase their personal wealth?","Is it known to many unpaid workers who provide professional activists with financial benefits, or are they able to increase their personal wealth?","is it known to many unpaid workers who provide professional activists with financial benefits, or are they able to increase their personal wealth?",known many unpaid workers provide professional activists financial benefits able increase personal wealth
804,0.0,"Do you have any knowledge of the large unacknowledged workforce, including those employed by professional activists who help to increase private wealth?",2,"Do you have any knowledge of the large unacknowledged workforce, including those employed by professional activists who help to increase private wealth?","Do you have any knowledge of the large unacknowledged workforce, including those employed by professional activists who help to increase private wealth?","Do you have any knowledge of the large unacknowledged workforce, including those employed by professional activists who help to increase private wealth?","Do you have any knowledge of the large unacknowledged workforce, including those employed by professional activists who help to increase private wealth?","do you have any knowledge of the large unacknowledged workforce, including those employed by professional activists who help to increase private wealth?",knowledge large unacknowledged workforce including employed professional activists help increase private wealth
805,0.0,"The globe has become ever more incendiary, with individuals discussing tactical and strategic options such as one-shot ice cream on Friday or even two days later.",2,"The globe has become ever more incendiary, with individuals discussing tactical and strategic options such as one-shot ice cream on Friday or even two days later.","The globe has become ever more incendiary, with individuals discussing tactical and strategic options such as one-shot ice cream on Friday or even two days later.","The globe has become ever more incendiary, with individuals discussing tactical and strategic options such as one-shot ice cream on Friday or even two days later.","The globe has become ever more incendiary, with individuals discussing tactical and strategic options such as one-shot ice cream on Friday or even two days later.","the globe has become ever more incendiary, with individuals discussing tactical and strategic options such as one-shot ice cream on friday or even two days later.",globe become ever incendiary individuals discussing tactical strategic options one shot ice cream friday even two days later
806,0.0,"The world is on fire with a discussion about using tactical and strategic methods, like having one scoop of ice cream, possibly on Friday or Saturday.",2,"The world is on fire with a discussion about using tactical and strategic methods, like having one scoop of ice cream, possibly on Friday or Saturday.","The world is on fire with a discussion about using tactical and strategic methods, like having one scoop of ice cream, possibly on Friday or Saturday.","The world is on fire with a discussion about using tactical and strategic methods, like having one scoop of ice cream, possibly on Friday or Saturday.","The world is on fire with a discussion about using tactical and strategic methods, like having one scoop of ice cream, possibly on Friday or Saturday.","the world is on fire with a discussion about using tactical and strategic methods, like having one scoop of ice cream, possibly on friday or saturday.",world fire discussion using tactical strategic methods like one scoop ice cream possibly friday saturday
807,0.0,"One scoop of ice cream could be the tactical and strategic solution to keep the world from becoming so extinct, leading to discussions about it on Fridays.",2,"One scoop of ice cream could be the tactical and strategic solution to keep the world from becoming so extinct, leading to discussions about it on Fridays.","One scoop of ice cream could be the tactical and strategic solution to keep the world from becoming so extinct, leading to discussions about it on Fridays.","One scoop of ice cream could be the tactical and strategic solution to keep the world from becoming so extinct, leading to discussions about it on Fridays.","One scoop of ice cream could be the tactical and strategic solution to keep the world from becoming so extinct, leading to discussions about it on Fridays.","one scoop of ice cream could be the tactical and strategic solution to keep the world from becoming so extinct, leading to discussions about it on fridays.",one scoop ice cream could tactical strategic solution keep world becoming extinct leading discussions fridays
808,0.0,"Whether it's on friday or two frines, the world is abuzz with discussions about tactical strategies and one scoop of ice cream to fuel our passion for global warming.",2,"Whether it's on friday or two frines, the world is abuzz with discussions about tactical strategies and one scoop of ice cream to fuel our passion for global warming.","Whether it's on friday or two frines, the world is abuzz with discussions about tactical strategies and one scoop of ice cream to fuel our passion for global warming.","Whether it's on friday or two frines, the world is abuzz with discussions about tactical strategies and one scoop of ice cream to fuel our passion for global warming.","Whether it's on friday or two frines, the world is abuzz with discussions about tactical strategies and one scoop of ice cream to fuel our passion for global warming.","whether it's on friday or two frines, the world is abuzz with discussions about tactical strategies and one scoop of ice cream to fuel our passion for global warming.",whether friday two frines world abuzz discussions tactical strategies one scoop ice cream fuel passion global warming
809,0.0,There has never been a discussion about using one scoop of ice cream as if the world were ever burning.,2,There has never been a discussion about using one scoop of ice cream as if the world were ever burning.,There has never been a discussion about using one scoop of ice cream as if the world were ever burning.,There has never been a discussion about using one scoop of ice cream as if the world were ever burning.,There has never been a discussion about using one scoop of ice cream as if the world were ever burning.,there has never been a discussion about using one scoop of ice cream as if the world were ever burning.,never discussion using one scoop ice cream world ever burning
810,0.0,"Rather than disposing of harmful decay wood, the world is discarding it for fossil fuels.",2,"Rather than disposing of harmful decay wood, the world is discarding it for fossil fuels.","Rather than disposing of harmful decay wood, the world is discarding it for fossil fuels.","Rather than disposing of harmful decay wood, the world is discarding it for fossil fuels.","Rather than disposing of harmful decay wood, the world is discarding it for fossil fuels.","rather than disposing of harmful decay wood, the world is discarding it for fossil fuels.",rather disposing harmful decay wood world discarding fossil fuels
